Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Germany,2010,Parkinson's Disease,Autoimmune,10.03,7.28,2.1,36-60,Other,50666,93.65,4.13,9.67,Medication,6948,No,50.88,1209,9.64,1578,0.86,89.1
Saudi Arabia,2010,Leprosy,Infectious,16.46,0.96,7.35,61+,Female,117654,84.03,3.26,7.65,Therapy,2860,Yes,53.15,3193,7.39,58253,0.69,73.7
Italy,2009,Hepatitis,Autoimmune,11.25,3.05,0.77,0-18,Other,157715,68.59,3.61,8.57,Therapy,41717,No,52.78,249,0.79,73418,0.46,42.68
China,2016,Rabies,Bacterial,11.91,3.4,2.42,36-60,Other,639000,73.29,2.55,9.47,Vaccination,23861,Yes,59.37,4538,8.79,11629,0.59,32.91
China,2009,Hypertension,Respiratory,7.32,10.45,3.3,36-60,Other,540308,79.68,1.34,6.36,Vaccination,7131,No,66.55,3410,2.21,29974,0.44,29.93
France,2000,Polio,Viral,11.92,10.76,3.25,19-35,Female,527396,51.29,4.11,4.95,Therapy,47360,Yes,88.74,1086,0.18,59941,0.87,44.24
UK,2021,Parkinson's Disease,Bacterial,18.06,6.9,5.76,0-18,Male,700537,64.4,4.92,6.04,Therapy,18450,Yes,60.63,2109,4.28,50355,0.46,20.11
China,2010,Polio,Metabolic,14.63,1.71,1.54,19-35,Male,239323,81.45,0.98,1.82,Therapy,18890,No,60.48,2807,8.79,41896,0.74,77.6
Nigeria,2014,Tuberculosis,Cardiovascular,6.11,2.86,4.85,36-60,Female,337686,79.93,4.97,7.91,Vaccination,46590,No,57.43,1626,8.94,6990,0.58,86.06
France,2008,Hepatitis,Cardiovascular,19.01,8.32,2.06,0-18,Other,805236,52.44,4.4,3.08,Vaccination,35058,No,88.71,2438,2.75,54681,0.55,71.31
Australia,2001,Parkinson's Disease,Genetic,16.84,1.39,2.73,61+,Male,321386,56.27,4.05,9.32,Surgery,19563,No,68.06,3385,3.45,29653,0.86,26.82
Australia,2005,Cancer,Parasitic,6.0,11.93,9.66,61+,Female,160362,89.83,3.39,6.69,Medication,16296,Yes,93.15,4246,6.5,10007,0.78,67.25
Indonesia,2012,Rabies,Bacterial,5.61,12.78,8.21,36-60,Other,97719,84.26,2.9,3.95,Surgery,4857,No,89.54,4546,1.19,26081,0.41,44.8
Turkey,2020,HIV/AIDS,Autoimmune,0.34,9.43,5.99,19-35,Other,613491,58.96,2.06,6.08,Vaccination,24464,No,58.51,2283,4.9,78214,0.45,62.59
Russia,2014,Hypertension,Autoimmune,7.92,5.3,4.23,19-35,Female,94142,69.72,1.97,1.94,Medication,23120,Yes,52.85,3247,1.6,16619,0.89,20.46
Russia,2013,Measles,Parasitic,18.36,11.67,5.72,0-18,Other,16368,61.57,3.88,5.05,Medication,22296,Yes,90.68,2136,4.73,15934,0.79,73.43
Russia,2005,Influenza,Bacterial,8.31,1.5,5.9,36-60,Female,263096,92.71,2.37,8.3,Vaccination,23328,Yes,90.44,1046,4.62,95505,0.88,76.08
USA,2000,Cancer,Viral,16.87,4.94,3.83,36-60,Other,788317,61.37,3.21,1.06,Medication,40622,No,73.08,4108,8.01,43948,0.57,65.23
Germany,2002,Hypertension,Bacterial,9.55,13.25,2.1,61+,Other,140790,74.31,0.68,3.0,Surgery,5400,No,88.8,414,3.35,65567,0.57,56.19
Germany,2015,Polio,Neurological,15.11,6.04,3.52,36-60,Male,28842,98.25,3.09,0.58,Therapy,27960,No,54.63,2739,3.15,28420,0.52,66.27
France,2012,Hepatitis,Infectious,6.36,5.39,6.57,61+,Female,584097,56.97,3.27,1.61,Medication,4320,No,71.37,4773,3.77,16290,0.84,65.39
Turkey,2010,Malaria,Neurological,17.86,2.2,3.38,19-35,Male,213947,96.15,0.8,8.08,Therapy,35034,Yes,90.44,3089,8.38,12460,0.72,85.53
Nigeria,2023,Tuberculosis,Respiratory,6.72,1.65,6.53,61+,Female,55826,51.66,1.54,4.44,Therapy,45185,Yes,53.55,2334,9.73,27892,0.46,84.48
China,2012,Malaria,Autoimmune,15.32,3.43,3.84,36-60,Male,702722,97.91,3.89,3.78,Therapy,40830,Yes,84.0,4955,4.17,22426,0.57,78.18
South Korea,2019,Cancer,Genetic,17.7,12.4,8.83,19-35,Male,946408,89.27,2.1,7.25,Vaccination,31767,Yes,70.55,1402,7.14,71179,0.82,71.11
Turkey,2005,Diabetes,Viral,7.0,14.54,8.77,61+,Male,490796,75.07,1.92,4.03,Medication,45570,Yes,86.94,2734,0.79,35497,0.56,23.03
Indonesia,2001,Hepatitis,Cardiovascular,14.62,7.32,7.55,36-60,Male,45339,92.8,3.16,2.08,Medication,3241,No,70.23,3967,0.59,71605,0.46,69.39
South Korea,2012,Hypertension,Autoimmune,1.57,1.48,6.04,19-35,Female,993117,77.21,2.47,6.65,Vaccination,16983,Yes,95.55,2756,8.47,63578,0.48,23.2
Germany,2012,Asthma,Chronic,6.56,2.47,4.75,0-18,Female,386502,77.58,0.53,4.58,Medication,38986,No,89.27,2891,6.54,89081,0.66,51.26
Canada,2021,Asthma,Autoimmune,0.78,3.5,9.66,19-35,Female,642013,64.4,0.71,1.3,Therapy,23662,No,65.5,3708,2.01,28644,0.87,22.84
Saudi Arabia,2009,COVID-19,Genetic,18.88,1.44,5.79,36-60,Other,632006,58.47,4.76,6.45,Vaccination,11001,No,75.68,2097,5.58,30657,0.72,42.25
South Africa,2019,Parkinson's Disease,Chronic,7.46,14.14,5.71,61+,Female,479429,61.97,1.89,5.64,Medication,7657,Yes,80.81,3850,2.48,23104,0.66,20.49
UK,2020,HIV/AIDS,Viral,11.49,11.67,6.96,61+,Other,422160,98.24,4.55,1.9,Therapy,39255,No,96.41,3850,3.07,64446,0.77,54.76
Indonesia,2000,Alzheimer's Disease,Chronic,0.71,9.25,1.31,36-60,Other,47751,84.76,3.11,5.09,Surgery,32774,No,76.95,2362,0.54,66214,0.72,74.05
Argentina,2022,Hypertension,Genetic,1.59,4.33,6.8,0-18,Male,580278,62.56,2.26,4.38,Vaccination,16632,No,72.67,2859,5.67,61798,0.43,68.82
USA,2000,Alzheimer's Disease,Genetic,19.1,9.86,8.05,0-18,Female,299035,92.11,4.29,5.76,Therapy,17473,Yes,64.89,3036,3.86,57801,0.5,51.99
Nigeria,2012,Measles,Viral,7.11,13.54,7.57,36-60,Other,677514,83.98,1.34,2.17,Vaccination,41700,Yes,68.67,1444,1.02,8397,0.47,24.22
South Africa,2003,Measles,Metabolic,2.27,6.7,4.95,0-18,Female,687503,87.98,3.82,7.58,Medication,33225,Yes,67.73,1106,9.36,40458,0.55,46.11
India,2001,Polio,Bacterial,15.76,2.74,4.85,61+,Other,176777,75.27,4.68,4.81,Vaccination,14720,Yes,96.14,2719,8.39,45411,0.45,32.12
Italy,2008,Zika,Infectious,16.53,13.83,9.68,61+,Other,171964,82.63,1.29,7.44,Surgery,5329,Yes,98.96,4353,8.36,71105,0.43,21.27
South Africa,2016,Zika,Viral,17.37,0.41,7.05,0-18,Male,226080,82.26,4.46,1.11,Vaccination,15029,Yes,69.74,2306,8.92,11159,0.78,36.89
Brazil,2009,Cholera,Cardiovascular,13.45,14.84,7.46,19-35,Male,586441,76.47,1.53,5.59,Vaccination,10529,No,65.26,3494,7.16,95683,0.89,86.95
India,2015,Malaria,Genetic,11.02,3.59,6.96,36-60,Male,62273,92.74,5.0,7.52,Surgery,17501,Yes,86.66,1567,3.53,79385,0.69,24.97
Canada,2009,Leprosy,Autoimmune,6.94,1.79,4.28,36-60,Male,794761,69.53,1.09,8.92,Therapy,18574,No,80.13,834,7.24,34375,0.88,30.08
South Africa,2007,Polio,Autoimmune,5.12,14.71,0.68,0-18,Other,467720,60.65,2.09,7.82,Medication,11566,No,50.98,2704,1.06,94261,0.47,35.89
South Korea,2000,Dengue,Genetic,5.96,7.75,5.77,0-18,Female,99228,65.65,3.97,4.91,Surgery,6252,No,82.2,3875,1.48,46024,0.83,72.08
Australia,2002,Tuberculosis,Metabolic,16.68,0.14,6.91,36-60,Other,180005,61.4,2.84,4.49,Surgery,9713,No,59.55,1348,0.72,49659,0.7,74.02
Nigeria,2011,Rabies,Bacterial,15.91,13.82,1.14,19-35,Male,293298,50.65,3.41,6.42,Medication,27892,Yes,65.56,4563,6.66,44832,0.57,77.63
Mexico,2006,Alzheimer's Disease,Metabolic,13.78,3.94,7.1,61+,Female,754472,91.41,3.18,4.06,Medication,248,No,91.23,2621,1.54,82256,0.47,87.0
Argentina,2017,Tuberculosis,Chronic,1.24,1.04,6.46,19-35,Male,822038,92.68,2.05,2.61,Therapy,21809,Yes,91.68,1635,6.31,65620,0.61,56.77
UK,2013,COVID-19,Respiratory,19.31,6.39,5.5,61+,Other,306547,83.97,3.02,1.37,Surgery,20629,No,96.23,3231,4.42,95014,0.81,48.4
Nigeria,2002,HIV/AIDS,Infectious,13.86,9.66,7.59,19-35,Other,65749,94.31,1.97,4.3,Vaccination,49587,Yes,80.41,113,4.2,24014,0.75,32.34
Nigeria,2008,Influenza,Parasitic,1.22,3.21,5.2,61+,Other,93510,81.51,3.49,5.51,Medication,9914,No,97.75,3858,7.02,94417,0.56,35.75
Russia,2022,Zika,Viral,15.47,5.16,2.25,61+,Female,826567,75.82,3.89,9.53,Therapy,27241,No,66.18,4320,1.31,41484,0.86,77.62
Brazil,2018,Parkinson's Disease,Neurological,0.18,13.64,0.76,19-35,Female,54158,83.25,1.09,3.94,Medication,9737,Yes,85.9,3525,6.42,7889,0.77,33.95
China,2015,Ebola,Cardiovascular,5.21,6.65,8.41,0-18,Female,15548,85.21,2.17,8.25,Vaccination,23846,Yes,91.87,2089,3.48,94181,0.7,31.04
USA,2006,Asthma,Neurological,5.66,13.24,1.14,19-35,Female,365148,84.68,3.3,8.72,Medication,33981,No,55.61,210,4.01,19460,0.43,59.47
China,2012,Malaria,Chronic,9.35,12.94,9.47,19-35,Female,9453,95.11,3.33,0.62,Vaccination,34068,No,51.92,1468,3.71,6049,0.63,33.42
Germany,2017,Asthma,Neurological,15.17,8.78,9.95,36-60,Other,265426,53.21,3.27,0.98,Medication,1234,Yes,94.53,4075,2.17,20815,0.52,63.45
Brazil,2006,Dengue,Neurological,16.39,6.14,2.33,36-60,Female,598529,78.37,1.97,0.57,Medication,33124,No,60.58,3409,8.75,94758,0.52,73.04
India,2011,Asthma,Chronic,19.57,1.03,4.78,61+,Male,705210,58.07,1.44,2.72,Medication,5204,Yes,66.36,1059,9.2,77066,0.43,89.74
Germany,2001,HIV/AIDS,Metabolic,17.45,12.02,8.23,19-35,Male,933095,62.57,1.26,8.83,Therapy,34402,Yes,51.27,3990,3.39,13855,0.78,75.08
France,2015,Cancer,Neurological,14.81,5.82,3.95,36-60,Other,781744,54.59,1.94,4.85,Medication,24463,Yes,51.39,2873,6.86,82236,0.5,36.66
South Korea,2023,Alzheimer's Disease,Infectious,3.36,4.9,7.98,36-60,Female,306922,90.0,2.64,4.77,Medication,3349,No,91.98,2853,7.76,31772,0.68,86.77
South Korea,2022,Tuberculosis,Autoimmune,16.99,4.09,1.54,19-35,Male,440389,73.63,0.64,4.98,Medication,17539,Yes,52.09,341,8.27,55610,0.77,52.99
Argentina,2020,Cholera,Genetic,19.12,11.74,0.44,36-60,Other,127719,52.22,1.13,4.13,Vaccination,36851,Yes,55.52,1547,7.63,75932,0.43,59.65
Mexico,2011,Leprosy,Bacterial,18.37,9.97,7.7,0-18,Male,181874,51.79,4.14,6.71,Therapy,31227,No,79.69,2492,4.41,50881,0.44,38.68
Brazil,2001,HIV/AIDS,Autoimmune,2.7,11.39,4.93,0-18,Female,135507,69.82,4.85,4.9,Therapy,6421,Yes,72.33,4306,0.65,74286,0.74,63.78
South Africa,2019,Tuberculosis,Chronic,14.25,5.42,8.67,36-60,Male,26906,83.27,3.82,7.75,Medication,23239,Yes,73.92,4091,9.27,25599,0.83,58.44
South Africa,2022,HIV/AIDS,Neurological,7.67,10.06,3.86,19-35,Male,591533,98.67,4.73,8.47,Surgery,46232,No,64.1,1890,1.8,95776,0.65,75.82
Indonesia,2014,Cancer,Viral,11.18,9.82,5.16,36-60,Other,266334,80.59,3.14,8.0,Vaccination,41379,Yes,83.18,1501,2.58,50034,0.82,23.32
Saudi Arabia,2024,Dengue,Chronic,11.64,8.58,2.9,36-60,Female,787110,53.45,1.37,0.81,Vaccination,3800,No,94.52,3616,2.67,91054,0.78,36.47
France,2005,Influenza,Chronic,3.83,2.53,8.19,19-35,Other,493199,74.73,1.57,1.58,Therapy,5791,No,51.03,699,3.3,12103,0.42,65.62
Canada,2014,Parkinson's Disease,Genetic,13.41,12.77,0.86,0-18,Female,22704,59.47,0.83,4.88,Therapy,24397,No,63.79,3791,9.63,69940,0.49,69.34
UK,2013,Asthma,Parasitic,6.24,7.7,9.59,19-35,Other,366708,98.39,0.84,2.1,Medication,34411,Yes,80.35,3332,8.01,49719,0.59,25.12
USA,2018,Parkinson's Disease,Viral,19.07,2.32,9.9,19-35,Male,928558,54.17,3.76,5.28,Therapy,32357,Yes,90.53,1448,7.98,76030,0.78,75.13
India,2018,Hypertension,Cardiovascular,12.28,7.09,8.35,19-35,Other,907323,74.3,2.86,6.66,Medication,14178,Yes,94.37,47,0.9,44123,0.84,60.65
India,2015,HIV/AIDS,Genetic,17.49,10.33,8.94,19-35,Female,249175,51.99,3.06,5.76,Surgery,47515,No,72.46,1592,6.3,49806,0.9,47.77
USA,2020,HIV/AIDS,Chronic,16.69,4.04,6.53,61+,Female,608522,99.49,2.64,2.45,Medication,17234,Yes,60.9,3946,5.96,1977,0.47,64.35
Brazil,2011,Tuberculosis,Genetic,12.57,10.72,1.1,0-18,Female,261325,78.29,2.19,3.77,Vaccination,47278,No,74.87,1505,0.07,46133,0.8,58.8
Brazil,2003,Cholera,Infectious,16.48,12.69,1.04,0-18,Other,61734,60.32,2.99,9.33,Therapy,22426,Yes,52.7,3115,1.57,16027,0.62,46.66
Japan,2007,COVID-19,Parasitic,13.22,1.18,3.94,19-35,Male,82281,51.31,1.1,7.01,Therapy,1710,Yes,95.13,2332,3.77,26273,0.9,44.37
South Korea,2004,Cancer,Chronic,14.38,0.5,4.3,0-18,Other,447046,82.27,3.03,4.42,Medication,36202,Yes,92.43,620,1.01,24043,0.81,26.8
India,2013,Influenza,Chronic,2.86,4.57,0.21,0-18,Other,222488,66.46,0.76,8.92,Medication,21053,Yes,51.74,3528,5.64,71287,0.53,64.78
Argentina,2001,Polio,Respiratory,14.78,1.65,1.64,19-35,Male,920075,84.69,1.69,9.93,Therapy,2157,Yes,67.52,1915,2.46,42034,0.7,49.27
Japan,2018,Cholera,Parasitic,7.49,11.07,8.26,0-18,Male,189883,88.82,3.45,8.42,Vaccination,12314,Yes,62.24,4341,1.15,1990,0.58,54.3
Turkey,2018,Dengue,Autoimmune,5.01,0.78,4.63,61+,Female,808136,67.57,1.88,0.65,Vaccination,5319,Yes,89.07,3979,9.06,17463,0.56,26.78
Canada,2017,Tuberculosis,Autoimmune,1.97,3.41,7.06,0-18,Female,280587,57.4,0.71,1.97,Medication,44494,No,71.3,591,4.38,66396,0.57,40.79
Russia,2010,Rabies,Parasitic,8.58,3.88,1.35,36-60,Other,797641,57.87,4.89,5.34,Therapy,46542,Yes,64.69,1082,2.82,54100,0.54,78.68
Brazil,2003,Polio,Genetic,17.18,1.85,7.42,19-35,Male,171262,83.02,3.83,8.11,Vaccination,14042,Yes,86.98,4343,8.82,61752,0.72,80.31
South Africa,2023,Leprosy,Cardiovascular,11.64,14.13,1.66,19-35,Female,430616,54.95,2.61,6.72,Surgery,4187,No,93.79,2250,0.1,45135,0.74,75.45
Argentina,2003,COVID-19,Respiratory,9.92,14.79,1.14,0-18,Female,462987,78.47,3.28,3.65,Surgery,37358,No,74.75,2078,3.04,88105,0.71,69.29
India,2012,Alzheimer's Disease,Viral,9.76,14.27,1.19,61+,Other,448642,77.44,0.54,5.24,Vaccination,47153,No,76.12,1748,3.7,41132,0.46,51.16
Italy,2011,Cancer,Viral,19.36,1.71,3.6,61+,Male,682013,79.77,1.84,9.91,Surgery,38626,No,69.03,3094,9.42,92145,0.71,84.71
Indonesia,2018,Zika,Metabolic,1.37,2.27,2.63,61+,Other,339601,69.85,3.27,2.9,Therapy,5851,Yes,62.82,4419,8.54,43174,0.57,48.69
Germany,2001,Hepatitis,Bacterial,5.82,5.71,5.35,0-18,Male,271643,97.65,4.63,7.2,Therapy,4625,Yes,58.42,3562,5.51,47149,0.69,75.91
South Africa,2014,Tuberculosis,Parasitic,5.03,1.31,7.43,0-18,Other,10401,75.26,3.41,3.7,Therapy,339,No,68.22,1411,1.89,43711,0.57,57.97
China,2017,COVID-19,Neurological,16.74,14.88,8.98,0-18,Female,372203,66.63,0.7,9.26,Medication,40163,No,91.33,3276,6.12,601,0.63,71.29
USA,2014,COVID-19,Parasitic,16.79,3.53,2.66,19-35,Male,241858,67.7,4.82,2.63,Medication,12652,No,82.38,1838,8.28,18781,0.46,28.86
Nigeria,2008,Zika,Chronic,10.03,10.11,9.78,36-60,Female,103576,72.58,3.81,8.48,Vaccination,46968,No,98.62,4872,3.82,99950,0.56,84.1
Argentina,2011,Tuberculosis,Metabolic,9.67,3.34,5.96,0-18,Male,111443,82.66,3.64,6.13,Surgery,42586,Yes,68.94,4003,2.39,34219,0.7,63.46
India,2022,Parkinson's Disease,Chronic,13.13,0.97,1.15,61+,Male,12094,79.03,3.09,2.89,Medication,34882,No,72.3,181,3.6,15727,0.83,26.26
Turkey,2005,Parkinson's Disease,Metabolic,5.87,8.65,2.05,36-60,Male,531793,72.32,1.45,2.08,Therapy,5201,Yes,83.02,3685,3.55,98930,0.45,46.66
Canada,2005,Cancer,Autoimmune,9.53,3.45,7.01,61+,Other,992809,89.97,2.11,4.32,Therapy,42630,No,79.83,1421,9.02,75663,0.7,60.84
Indonesia,2012,Influenza,Chronic,9.63,13.47,0.51,36-60,Male,470892,76.51,1.95,5.87,Surgery,28060,No,64.72,2281,8.3,40637,0.71,40.65
China,2006,Rabies,Metabolic,18.63,1.52,7.7,19-35,Other,89021,63.44,3.61,4.22,Surgery,435,No,56.1,1175,0.79,48163,0.74,34.13
Germany,2008,Cancer,Parasitic,11.51,12.13,2.29,0-18,Female,238097,90.03,2.09,1.99,Surgery,16244,Yes,59.87,4444,5.59,41178,0.5,80.26
Brazil,2015,Zika,Genetic,4.27,11.78,3.39,19-35,Other,973080,79.66,1.81,4.55,Vaccination,23062,Yes,65.58,3768,1.27,71205,0.77,69.05
Japan,2012,Parkinson's Disease,Bacterial,13.14,1.86,1.8,36-60,Female,886656,77.29,1.1,2.82,Surgery,17055,No,54.18,2464,7.05,38720,0.72,62.96
Mexico,2009,Rabies,Bacterial,3.37,4.24,2.6,36-60,Other,898696,98.87,1.59,8.79,Vaccination,23226,Yes,94.06,1856,3.89,43931,0.63,64.21
Nigeria,2021,Tuberculosis,Metabolic,11.26,5.08,9.78,61+,Female,199976,85.08,1.52,3.45,Therapy,24937,Yes,97.22,4387,9.29,73617,0.4,40.26
South Korea,2020,Malaria,Autoimmune,8.15,2.93,5.21,61+,Female,216600,60.66,4.47,9.62,Medication,6725,Yes,80.87,4119,7.14,78954,0.43,43.69
Russia,2016,Leprosy,Bacterial,5.89,3.06,7.77,36-60,Male,228037,54.4,2.8,8.5,Vaccination,44111,No,69.81,4736,8.17,35931,0.64,46.7
South Korea,2002,Ebola,Cardiovascular,15.32,5.1,6.31,36-60,Other,350055,62.41,0.63,0.87,Medication,17268,Yes,62.02,3404,7.97,58656,0.41,52.54
India,2014,Influenza,Chronic,17.12,4.56,6.94,19-35,Female,822545,85.85,3.34,7.94,Therapy,35779,No,67.34,4390,4.05,61578,0.89,31.54
Saudi Arabia,2014,Cancer,Metabolic,2.93,12.47,0.8,61+,Other,827249,78.36,4.51,2.63,Medication,14156,Yes,79.66,199,0.78,17068,0.44,34.43
Canada,2024,COVID-19,Chronic,8.82,13.95,5.11,36-60,Female,217041,78.91,1.43,6.29,Therapy,10081,Yes,53.88,3061,1.07,76713,0.63,68.61
Nigeria,2011,COVID-19,Genetic,18.26,4.24,9.02,19-35,Male,817914,97.21,2.76,8.65,Therapy,18256,Yes,62.4,3734,7.89,86276,0.51,82.63
China,2000,Rabies,Chronic,12.43,4.68,1.67,19-35,Male,904291,96.34,4.97,4.25,Vaccination,44786,Yes,59.97,2413,8.64,79288,0.46,79.24
India,2021,Malaria,Autoimmune,5.39,2.1,9.7,36-60,Other,212097,91.49,4.47,1.95,Surgery,25365,No,52.57,4264,2.35,55175,0.58,27.56
Saudi Arabia,2006,HIV/AIDS,Infectious,10.42,14.3,2.23,36-60,Female,478081,86.55,4.78,8.65,Therapy,33072,No,78.1,4350,1.98,9319,0.78,45.41
Saudi Arabia,2011,Rabies,Viral,4.7,5.36,4.93,36-60,Other,797377,83.63,2.5,2.64,Therapy,19504,Yes,56.89,1757,5.54,82403,0.58,45.69
Nigeria,2001,Hepatitis,Infectious,8.32,0.22,7.62,19-35,Male,902107,53.5,4.56,7.77,Medication,39246,Yes,91.92,1370,5.92,24623,0.4,83.44
Australia,2011,HIV/AIDS,Respiratory,14.57,13.13,0.59,61+,Other,874758,58.91,0.54,8.96,Medication,43916,Yes,56.19,3210,0.85,26271,0.5,55.48
Saudi Arabia,2008,Rabies,Neurological,16.73,8.02,4.01,36-60,Other,801825,92.37,1.64,2.68,Surgery,4970,No,68.13,876,6.27,67201,0.84,22.67
Italy,2010,Asthma,Genetic,7.27,2.25,7.85,0-18,Other,537666,93.95,2.77,4.4,Surgery,32537,No,67.68,2307,1.55,49007,0.42,57.8
Italy,2014,Parkinson's Disease,Parasitic,17.5,7.85,1.83,19-35,Other,576702,50.61,1.71,1.44,Vaccination,7463,Yes,67.55,4843,4.35,46144,0.89,65.87
Turkey,2003,HIV/AIDS,Respiratory,2.24,14.08,0.85,36-60,Male,492020,73.43,3.49,2.62,Therapy,20560,Yes,96.34,1216,0.32,62002,0.44,57.44
Indonesia,2011,Parkinson's Disease,Viral,2.1,9.54,1.28,19-35,Male,154286,54.72,1.59,2.55,Medication,43318,No,72.63,2033,7.16,94002,0.86,61.15
South Africa,2015,Malaria,Infectious,9.35,5.84,9.15,19-35,Male,297458,74.04,3.07,9.89,Vaccination,32475,No,94.08,3376,9.43,81292,0.49,35.68
USA,2008,Cancer,Neurological,15.9,12.41,0.11,61+,Other,81860,96.05,3.3,1.75,Medication,36467,No,66.57,4734,7.78,5793,0.71,67.87
South Korea,2006,Ebola,Autoimmune,5.74,0.33,8.48,61+,Male,239637,96.05,3.87,5.85,Surgery,38041,Yes,77.71,2952,7.58,31137,0.76,35.85
Saudi Arabia,2019,Cancer,Infectious,15.25,7.47,6.57,36-60,Other,816460,71.13,3.81,3.55,Medication,10750,Yes,98.4,4070,0.07,44933,0.82,85.7
Indonesia,2002,Asthma,Metabolic,4.33,1.69,4.37,19-35,Male,786920,70.09,0.52,8.87,Surgery,47875,Yes,66.41,2702,9.25,96590,0.88,70.41
Japan,2007,Leprosy,Metabolic,8.98,9.73,4.46,19-35,Other,116504,67.49,1.84,1.17,Medication,47785,No,89.27,2521,9.86,54553,0.56,58.02
Brazil,2005,Hypertension,Respiratory,10.56,0.26,4.15,36-60,Other,882175,73.76,2.44,6.59,Surgery,39308,No,72.12,2320,7.14,65083,0.43,64.43
France,2007,COVID-19,Chronic,2.18,11.78,9.04,36-60,Other,869758,99.7,1.07,4.48,Vaccination,49770,No,62.19,4152,2.74,9445,0.45,27.36
South Africa,2008,Influenza,Neurological,4.61,2.28,0.25,61+,Female,59172,92.28,2.26,9.14,Therapy,39505,Yes,98.99,3373,7.66,99664,0.89,66.96
South Africa,2024,Alzheimer's Disease,Genetic,14.36,7.03,3.15,61+,Other,143488,85.25,1.55,8.82,Medication,46411,Yes,57.82,62,9.15,47074,0.56,86.32
Mexico,2023,COVID-19,Chronic,18.02,14.36,5.88,19-35,Female,347147,69.76,0.52,4.28,Medication,47168,Yes,94.41,294,5.03,91765,0.63,44.95
Indonesia,2004,Cancer,Cardiovascular,2.75,14.1,1.72,36-60,Male,630945,70.78,2.73,5.18,Medication,46772,Yes,71.11,1153,7.68,72276,0.58,43.01
Argentina,2004,Hepatitis,Neurological,8.92,3.79,3.86,19-35,Female,771991,90.22,1.68,3.63,Surgery,2449,No,63.86,4003,5.04,69004,0.6,61.75
France,2018,Diabetes,Bacterial,6.22,0.4,2.62,61+,Male,758939,96.37,3.82,9.01,Vaccination,37483,No,96.86,3733,1.19,77359,0.87,76.36
Turkey,2019,Cancer,Neurological,1.83,10.63,8.17,0-18,Female,703932,74.34,2.8,3.95,Surgery,31332,Yes,85.43,4066,2.66,58883,0.58,77.67
China,2004,Cholera,Metabolic,2.68,8.35,4.68,0-18,Other,479550,54.81,3.76,4.6,Vaccination,786,Yes,89.05,3354,9.51,78107,0.53,51.31
Canada,2011,Leprosy,Genetic,10.53,6.57,8.65,19-35,Female,789199,87.01,4.95,1.28,Surgery,37955,No,97.16,1341,9.34,96238,0.54,49.42
Japan,2000,Hypertension,Respiratory,9.79,0.25,0.92,61+,Female,961984,90.02,4.32,0.67,Therapy,25248,Yes,62.36,2136,8.99,40418,0.77,30.02
Turkey,2005,Leprosy,Viral,0.54,2.62,0.45,0-18,Male,478865,56.99,4.77,6.56,Medication,43673,Yes,84.36,3367,4.66,72971,0.69,48.97
UK,2001,Hepatitis,Viral,18.91,6.9,8.29,19-35,Male,29050,86.35,0.78,5.78,Medication,3425,Yes,69.64,1030,9.66,55250,0.6,81.6
Australia,2013,Diabetes,Autoimmune,11.33,6.43,4.74,61+,Male,104943,75.3,4.69,0.99,Medication,48292,Yes,96.4,3408,6.08,90222,0.83,27.86
Turkey,2005,Tuberculosis,Neurological,9.03,3.2,6.13,36-60,Male,998457,53.13,3.02,6.44,Surgery,40457,No,51.53,1807,4.01,7055,0.59,62.4
Argentina,2003,Tuberculosis,Viral,15.59,12.14,5.97,0-18,Male,30347,81.74,1.93,7.26,Medication,3569,Yes,54.15,3912,1.78,33924,0.48,63.95
China,2023,Parkinson's Disease,Neurological,19.71,14.93,7.82,61+,Female,674646,63.29,2.99,9.8,Medication,13239,Yes,69.56,581,7.71,31956,0.82,51.44
Japan,2002,Cancer,Bacterial,19.51,2.59,3.65,61+,Male,803364,86.05,0.7,2.99,Vaccination,14778,Yes,88.07,316,4.01,96888,0.46,24.8
South Africa,2016,Hypertension,Parasitic,6.27,0.51,4.13,19-35,Male,658825,59.08,2.39,5.42,Medication,22082,No,69.95,4563,0.89,88812,0.58,71.25
Canada,2011,Cancer,Chronic,8.24,6.21,2.48,61+,Other,375420,90.79,2.68,6.05,Medication,43799,No,92.61,1271,7.36,90564,0.74,60.89
South Africa,2002,Influenza,Genetic,12.08,1.83,6.76,19-35,Female,98533,87.6,3.43,1.46,Medication,16020,Yes,81.87,41,9.9,15291,0.74,72.39
China,2003,Parkinson's Disease,Metabolic,2.99,14.34,4.99,36-60,Male,457339,75.64,3.86,3.79,Therapy,4489,No,52.66,1397,7.94,81630,0.76,21.95
China,2002,Alzheimer's Disease,Autoimmune,12.65,7.24,7.5,36-60,Other,942234,79.57,1.77,7.43,Surgery,16707,Yes,59.89,3551,2.87,82041,0.84,57.95
France,2013,Hepatitis,Viral,14.09,12.71,1.18,36-60,Other,192179,92.21,3.78,7.52,Surgery,16118,Yes,84.23,1289,2.89,8348,0.66,31.21
